"   zus: Bei der Frau
 lemma: werden
 narg1: der Geschlechtshöcker
 narg2: zur Klitoris",,"



kli (""Klitoris"")",,27.05.2025 23:00:23 CEST,1,C8FJ558Z,2575YNWY,275,01A
" lemma: nennen
 narg1: Die Spitze des Corpus
 narg2: Glans clitoridis",,"

cor (""Corpus"")
gla",,27.05.2025 23:00:45 CEST,90,M45LADVB,GJ3R2CNU,262,05A
" lemma: eingehüllt sein
  narg: Die Spitze des Corpus , Glans clitoridis genannt",,"

gla (""Glans clitoridis"")",,27.05.2025 23:00:45 CEST,90,M45LADVB,GJ3R2CNU,262,06A
" lemma: eingehüllt sein
  narg: Die Spitze des Corpus , Glans clitoridis genannt
 pspez: vom Praeputium clitoridis",,"

gla (""Glans clitoridis"")
pra (""Praeputium clitoridis"")",,27.05.2025 23:00:45 CEST,90,M45LADVB,GJ3R2CNU,262,06B
"lemmaA: über den Bulbus vestibuli hinweg zeihen
  narg: Die bei der Frau durch den Scheidenvorhof getrennten Muskeln {Mm. bulbocavernosi}}",,"
bul (""Bulbus vestibuli"")
",,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,01A
"lemmaB: über die Glandula vestibularis major hinweg zeihen
  narg: Die bei der Frau durch den Scheidenvorhof getrennten Muskeln {Mm. bulbocavernosi}}",,,,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,01B
" lemma: am Corpus cavernosum clitoridis ansetzen
  narg: Die bei der Frau durch den Scheidenvorhof getrennten Muskeln {Mm. bulbocavernosi}}",,"
cac (""Corpus cavernosum clitoridis"")
",,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,02A
" lemma: am Corpus cavernosum clitoridis ansetzen
  narg: Die bei der Frau durch den Scheidenvorhof getrennten Muskeln {Mm. bulbocavernosi}}
 pspez: mit oberflächlichen Fasern",,"
cac (""Corpus cavernosum clitoridis"")

",,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,02B
" lemma: sich mit Fasern der anderen Seite vereinigen
  narg: Tiefe Fasern {des M. bulbocavernosus}",,,,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,03A
" lemma: sich mit Fasern der anderen Seite vereinigen
  narg: Tiefe Fasern {des M. bulbocavernosus}
 pspez: vor der Clitoris",,"


kli (""Clitoris"")",,27.05.2025 23:00:45 CEST,91,M45LADVB,3XRS47JG,267,03B
" lemma: die tiefe A. penis (
  narg: {die tiefe A.} clitoridis",,"

art",,27.05.2025 23:00:46 CEST,92,M45LADVB,4QGBBXKX,267,01A
" lemma: Zwischen dem ventralen Teil der großen Schamlippen hervorragen
  narg: ein kleines rundliches Knöpfchen , der Kitzler , die Clitoris",,"

kli (""Clitoris"")",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,01A
" lemma: ein kleines rundliches Knöpfchen sein
  narg: der Kitzler",,"

kli (""Kitzler"")",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,02A
" lemma: synonym sein
 narg1: der Kitzler
 narg2: die Clitoris",,"

kli (""Kitzler"")
kli (""Clitoris"")",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,03A
" lemma: vorn und seitlich umgeben werden
  narg: Er","

der Kitzler","

kli",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,04A
" lemma: vorn und seitlich umgeben werden
  narg: Er
 pspez: von einer kleinen Hautfalte , dem Praeputium clitoridis","

der Kitzler
","

kli
pra (""Praeputium clitoridis"")",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,04B
" lemma: einer kleinen Hautfalte sein
  narg: Praeputium clitoridis",,"

pra",,27.05.2025 23:00:46 CEST,93,M45LADVB,98PV53BP,260,05A
" lemma: zahlreiche Nervenendkörperchen haben
  narg: Die Schleimhaut der Clitoris",,"

kli (""Clitoris"")",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,01A
" lemma: sich bilden
  narg: eine weichkäseähnliche Masse , das Smegma clitoridis",,"

? (""Smegma clitoridis"")",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,02A
" lemma: sich bilden
  narg: eine weichkäseähnliche Masse , das Smegma clitoridis
 fargA: aus abgestoßenen Epithelzellen",,"

? (""Smegma clitoridis"")
",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,02B
" lemma: sich bilden
  narg: eine weichkäseähnliche Masse , das Smegma clitoridis
 fargB: aus dem Sekret der Talgdrüsen",,"

? (""Smegma clitoridis"")
",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,02C
" lemma: sich bilden
  narg: eine weichkäseähnliche Masse , das Smegma clitoridis
  farg: aus abgestoßenen Epithelzellen
        aus dem Sekret der Talgdrüsen
 pspez: Zwischen Clitoris und Praeputium clitoridis",,"

? (""Smegma clitoridis"")

pra (""Praeputium clitoridis"")",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,02D
" lemma: eine weichkäseähnliche Masse sein
  narg: das Smegma clitoridis",,"

? (""Smegma clitoridis"")",,27.05.2025 23:00:46 CEST,94,M45LADVB,YG8MLLZJ,260,03A
"   zus: bei Füllung
 lemma: das Vestibulum vaginae verengern
  narg: Die Bulbi vestibuli",,"


bul (""Bulbi vestibuli"")",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,01A
"   zus: bei Füllung
 lemma: dem eingeführten männlichen Gliede nähern
 narg1: Die Bulbi vestibuli
 narg2: die kleinen Schamlippen",,"


bul (""Bulbi vestibuli"")
",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,02A
" lemma: in ihrer Wirkung werden
 narg1: Sie
 narg2: durch die Mm. bulbicavernosi","

Die Bulbi vestibuli
","

bul
",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,03A
"   zus: Bei Füllung des Corpus cavernosum clitoridis
 lemma: bestehen bleiben
  narg: die Abknickung zwischen den Crura und der Glans clitoridis",,"cac (""Corpus cavernosum clitoridis"")


gla (""Glans clitoridis"")",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,04A
"   zus: Bei Einführung des Gliedes
 lemma: sich auf die von ihnen zum Kitzler ziehenden Frenula clitoridis übertragen
  narg: der Zug an den kleinen Schamlippen","

den kleinen Schamlippen (""ihnen"")
","

fre (""Frenula clitoridis"")
",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,05A
" lemma: zum Kitzler ziehend
  narg: Frenula clitoridis",,"
kli; -> u.c.StringArray(elements=['gla']) (""Kitzler"")
fre",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,06A
" lemma: zum Kitzler ziehend
  narg: Frenula clitoridis
 pspez: von ihnen","


den kleinen Schamlippen (""ihnen"")","
kli; -> u.c.StringArray(elements=['gla']) (""Kitzler"")
fre
",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,06B
"   zus: Dadurch
 lemma: genähert werden
 narg1: die Eichel des Kitzlers
 narg2: dem Penisrücken
 narg3: das Wollustgefühl","Bei Einführung des Gliedes überträgt sich der Zug an den kleinen Schamlippen auf die von ihnen zum Kitzler ziehenden Frenula clitoridis .




","fre


gla (""Eichel des Kitzlers"")

",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,07A
"  zus1: Dadurch
  zus2: durch reibende Bewegungen
 lemma: ausgelöst werden","Bei Einführung des Gliedes überträgt sich der Zug an den kleinen Schamlippen auf die von ihnen zum Kitzler ziehenden Frenula clitoridis .


","fre


",,27.05.2025 23:00:47 CEST,96,M45LADVB,4MXNA24C,263,08A
" lemma: entsprechen
 narg1: N. dorsalis penis
 narg2: N. dorsalis clitoridis",,"


ner",,27.05.2025 23:00:47 CEST,97,M45LADVB,42RE3YMV,270,01A
" lemma: von den unteren Schambeinästen entspringen
  narg: Das Corpus cavernosum penis",,,,27.05.2025 23:00:47 CEST,98,M45LADVB,TD8E932X,263,01A
" lemma: von den unteren Schambeinästen entspringen
  narg: Das Corpus cavernosum penis
pspez1: wie das der Clitoris",,"


kli (""Clitoris"")",,27.05.2025 23:00:47 CEST,98,M45LADVB,TD8E932X,263,01B
" lemma: von den unteren Schambeinästen entspringen
  narg: Das Corpus cavernosum penis
pspez1: mit den paarigen Crura",,,,27.05.2025 23:00:47 CEST,98,M45LADVB,TD8E932X,263,01C
"lemmaA: aus dem Kitzler , der Clitoris bestehen
  narg: Sie","

Die äußeren weiblichen Geschlechtswerkzeuge","
kli (""Clitoris"")
",,27.05.2025 23:00:47 CEST,99,M45LADVB,THATJX9H,226,01A
"lemmaB: aus den kleinen und großen Schamlippen bestehen
  narg: Sie","

Die äußeren weiblichen Geschlechtswerkzeuge",,,27.05.2025 23:00:47 CEST,99,M45LADVB,THATJX9H,226,01B
"lemmaC: aus Labia minora et majora pudendi bestehen
  narg: Sie","

Die äußeren weiblichen Geschlechtswerkzeuge",,,27.05.2025 23:00:47 CEST,99,M45LADVB,THATJX9H,226,01C
" lemma: synonym sein
 narg1: Kitzler
 narg2: Clitoris",,"

kli
kli",,27.05.2025 23:00:47 CEST,99,M45LADVB,THATJX9H,226,02A
" lemma: zu den kleinen Schamlippen zeihen
  narg: ein Paar feiner Hautfalten , das Frenulum clitoridis",,"

fre (""Frenulum clitoridis"")",,27.05.2025 23:00:48 CEST,100,M45LADVB,WKX4334H,260,01A
" lemma: zu den kleinen Schamlippen zeihen
  narg: ein Paar feiner Hautfalten , das Frenulum clitoridis
pspez1: Von der Rück- bzw. Unterseite des Kitzlers",,"

fre (""Frenulum clitoridis"")
kli; -> u.c.StringArray(elements=['gla']) (""Kitzlers"")",,27.05.2025 23:00:48 CEST,100,M45LADVB,WKX4334H,260,01B
" lemma: zu den kleinen Schamlippen zeihen
  narg: ein Paar feiner Hautfalten , das Frenulum clitoridis
pspez1: beiderseits",,"

fre (""Frenulum clitoridis"")
",,27.05.2025 23:00:48 CEST,100,M45LADVB,WKX4334H,260,01C
" lemma: ein Paar feiner Hautfalten sein
  narg: das Frenulum clitoridis",,"

fre (""Frenulum clitoridis"")",,27.05.2025 23:00:48 CEST,100,M45LADVB,WKX4334H,260,02A
"lemmaA: die Vv. scrotales ( labiales ) aufnehmen
  narg: Sie","

V. pudendalis interna",,,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,01A
"lemmaA: die Vv. scrotales ( labiales ) aufnehmen
  narg: Sie
 pspez: aus dem Corpus cavernosum penis ( bzw. clitoridis","

V. pudendalis interna
","


cac (""clitoridis"")",,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,01B
"lemmaB: die V. profunda penis ( clitoridis aufnehmen
  narg: Sie","

V. pudendalis interna","
ven (""clitoridis"")
",,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,01C
"lemmaB: die V. profunda penis ( clitoridis aufnehmen
  narg: Sie
 pspez: aus dem Corpus cavernosum penis ( bzw. clitoridis","

V. pudendalis interna
","
ven (""clitoridis"")

cac (""clitoridis"")",,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,01D
" lemma: entsprechen
 narg1: V. profunda penis
 narg2: {V. profunda} clitoridis",,"


ven",,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,02A
" lemma: entsprechen
 narg1: Corpus cavernosum penis
 narg2: {Corpus cavernosum} clitoridis",,"


cac",,27.05.2025 23:00:48 CEST,101,M45LADVB,ZUYEF6U9,269,03A
" lemma: den Kitzler , Corpus cavernosum clitoridis bilden
  narg: Die Schwellkörper der Frau",,"
cac (""Corpus cavernosum clitoridis"")
? (""Schwellkörper"")",,27.05.2025 23:00:48 CEST,102,M45LADVB,GMJFZDXM,262,01A
" lemma: synonym sein
 narg1: Kitzler
 narg2: Corpus cavernosum clitoridis",,"

kli
cac",,27.05.2025 23:00:48 CEST,102,M45LADVB,GMJFZDXM,262,02A
" lemma: den Scheidenvorhof umgeben
  narg: Die Schwellkörper der Frau",,"

? (""Schwellkörper"")",,27.05.2025 23:00:48 CEST,102,M45LADVB,GMJFZDXM,262,03A
" lemma: den Scheidenvorhof umgeben
  narg: Die Schwellkörper der Frau
 pspez: als Bulbi vestibuli",,"

? (""Schwellkörper"")
bul (""Bulbi vestibuli"")",,27.05.2025 23:00:48 CEST,102,M45LADVB,GMJFZDXM,262,03B
" lemma: das Diaphragma urogenitale durchbohren
  narg: Sympathische und parasympathische Fasern aus den vegetativen Beckengeflechten",,,,27.05.2025 23:00:49 CEST,103,M45LADVB,JA2ZRY5T,270,01A
" lemma: das Diaphragma urogenitale durchbohren
  narg: Sympathische und parasympathische Fasern aus den vegetativen Beckengeflechten
pspez1: mit der Harnröhre",,,,27.05.2025 23:00:49 CEST,103,M45LADVB,JA2ZRY5T,270,01B
" lemma: das Diaphragma urogenitale durchbohren
  narg: Sympathische und parasympathische Fasern aus den vegetativen Beckengeflechten
pspez1: als Plexus cavernosus penis ( clitoridis",,"


ner (""clitoridis"")",,27.05.2025 23:00:49 CEST,103,M45LADVB,JA2ZRY5T,270,01C
" lemma: entsprechen
 narg1: Plexus cavernosus penis
 narg2: {Plexus cavernosus} clitoridis",,"


ner",,27.05.2025 23:00:49 CEST,103,M45LADVB,JA2ZRY5T,270,02A
" lemma: die Schwellkörper versorgen
  narg: Sympathische und parasympathische Fasern aus den vegetativen Beckengeflechten",,"
? (""Schwellkörper"")
",,27.05.2025 23:00:49 CEST,103,M45LADVB,JA2ZRY5T,270,03A
" lemma: zum Kitzler , Clitoris werden
  narg: der Geschlechtshöcker",,"
kli (""Clitoris"")
",,27.05.2025 23:00:49 CEST,104,M45LADVB,ZLZZQYAQ,229,01A
" lemma: synonym sein
 narg1: Kitzler
 narg2: Clitoris",,"

kli
kli",,27.05.2025 23:00:49 CEST,104,M45LADVB,ZLZZQYAQ,229,02A
